Title	Chapters	Department	Course Title
Chemically Dependent Agriculture	Chapter 4. Malaria Control and the Marketing of DDT 	Environmental Studies	Environmental Politics and Law
Chemically Dependent Agriculture	Chapter 5. DDT’s Effects on the Environment and Health 	Environmental Studies	Environmental Politics and Law
Risk and Law: Pesticide Paradigm	Chapter 1. An Introduction to the Relationship between Risk and Law 	Environmental Studies	Environmental Politics and Law
Risk and Law: Pesticide Paradigm	Chapter 2. Evolution of Food and Pesticide Law: 1906 – Present 	Environmental Studies	Environmental Politics and Law
Risk and Law: Pesticide Paradigm	Chapter 3. FIFRA Amendments, EPA’s Founding and Dietary Diversity 	Environmental Studies	Environmental Politics and Law
Risk and Law: Pesticide Paradigm	Chapter 4. Fractured Science, Fractured Law 	Environmental Studies	Environmental Politics and Law
Risk and Law: Pesticide Paradigm	Chapter 5. Pesticide Law: A Sequence of Changing Regulatory Priorities 	Environmental Studies	Environmental Politics and Law
Safe Drinking Water: Science and Law	Chapter 1. Clean Water: Science and Law 	Environmental Studies	Environmental Politics and Law
Safe Drinking Water: Science and Law	Chapter 2. The Safe Drinking Water Act and Its Limits 	Environmental Studies	Environmental Politics and Law
Safe Drinking Water: Science and Law	Chapter 3. Mapping Out Atrazine and Its Regulatory History 	Environmental Studies	Environmental Politics and Law
Safe Drinking Water: Science and Law	Chapter 4. The Dance of Regulation 	Environmental Studies	Environmental Politics and Law
Safety Claims and Free Speech: Preemption and Defamation	Chapter 1. Introduction to Legal Concepts: Preemption and Defamation 	Environmental Studies	Environmental Politics and Law
Safety Claims and Free Speech: Preemption and Defamation	Chapter 2. The Importance of Bates v. Dow 	Environmental Studies	Environmental Politics and Law
Safety Claims and Free Speech: Preemption and Defamation	Chapter 3. Trade Libel Law: The Alar Case 	Environmental Studies	Environmental Politics and Law
Safety Claims and Free Speech: Preemption and Defamation	Chapter 4. Veggie Libel Laws and The Chill Effect on Free Speech 	Environmental Studies	Environmental Politics and Law
Air Quality Law: Margins of Safety	Chapter 1. Challenges to Monitoring and Enforcing the Clean Air Act 	Environmental Studies	Environmental Politics and Law
Air Quality Law: Margins of Safety	Chapter 2. Hazardous Air Pollutant Provisions and Vehicle Emissions 	Environmental Studies	Environmental Politics and Law
Air Quality Law: Margins of Safety	Chapter 3. Other Sources of Small-Diameter Particles 	Environmental Studies	Environmental Politics and Law
Air Quality Law: Margins of Safety	Chapter 4. Widespread Asthma 	Environmental Studies	Environmental Politics and Law
Vehicle Emissions and Public Transit	Chapter 1. Asthma and Its Provenance 	Environmental Studies	Environmental Politics and Law
Vehicle Emissions and Public Transit	Chapter 2. Challenges to Monitoring 	Environmental Studies	Environmental Politics and Law
Vehicle Emissions and Public Transit	Chapter 3. Federal, State and Local Recommendations 	Environmental Studies	Environmental Politics and Law
Vehicle Emissions and Public Transit	Chapter 4. Less-Known Air Quality Problems 	Environmental Studies	Environmental Politics and Law
The Quiet Revolution in Plastics	Chapter 1. An Introduction to the Plastics Problem 	Environmental Studies	Environmental Politics and Law
The Quiet Revolution in Plastics	Chapter 2. Plastics: Omnipresent in Everyday Life 	Environmental Studies	Environmental Politics and Law
The Quiet Revolution in Plastics	Chapter 3. Where Does All That Plastic Go? 	Environmental Studies	Environmental Politics and Law
The Quiet Revolution in Plastics	Chapter 4. How Plastics Have Escaped Regulation 	Environmental Studies	Environmental Politics and Law
The Tobacco Paradigm	Chapter 1. Legal Strategies to Regulate Tobacco Use 	Environmental Studies	Environmental Politics and Law
The Tobacco Paradigm	Chapter 2. Targeting and Advertising Trends 	Environmental Studies	Environmental Politics and Law
The Tobacco Paradigm	Chapter 3. Problematic Adoption and Prevalence Rates 	Environmental Studies	Environmental Politics and Law
The Tobacco Paradigm	Chapter 4. An Evolving Legal Framework 	Environmental Studies	Environmental Politics and Law
The Tobacco Paradigm	Chapter 5. Isn’t Nicotine a Drug? 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 1. Efforts on the Part of the Industry to Understand Nicotine 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 2. Tobacco Industry Challenges FDA; Various Settlements 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 3. If It’s a Drug, Where’s the Benefit? 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 4. Family Smoking Prevention and Tobacco Control Act 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 5. Control Programs; Mass Media; Science and Industry 	Environmental Studies	Environmental Politics and Law
Evolution of Tobacco Law	Chapter 6. Industry Arguments; Environmental and Consumer Group Arguments 	Environmental Studies	Environmental Politics and Law
Land Use and Conservation Law: The Adirondack History	Chapter 1. Allocating and Managing Land Use 	Environmental Studies	Environmental Politics and Law
Land Use and Conservation Law: The Adirondack History	Chapter 2. Curious Conservation History: The Case of the Adirondacks 	Environmental Studies	Environmental Politics and Law
Land Use and Conservation Law: The Adirondack History	Chapter 3. Multiple Uses, Ineffective Control and Conflict 	Environmental Studies	Environmental Politics and Law
Land Use and Conservation Law: The Adirondack History	Chapter 4. Ecological Constrains for Land and Resource Development 	Environmental Studies	Environmental Politics and Law
Land Use and Conservation Law: The Adirondack History	Chapter 5. Who Are the Stakeholders? 	Environmental Studies	Environmental Politics and Law
Property Rights and Public Lands Management	Chapter 1. The Question of Authority 	Environmental Studies	Environmental Politics and Law
Property Rights and Public Lands Management	Chapter 2. Adirondack Pie: Public and Private 	Environmental Studies	Environmental Politics and Law
Property Rights and Public Lands Management	Chapter 3. Popular Conception and the Paradox of Wilderness 	Environmental Studies	Environmental Politics and Law
Property Rights and Public Lands Management	Chapter 4. Conflicting Values: The Permit Process 	Environmental Studies	Environmental Politics and Law
Property Rights and Public Lands Management	Chapter 5. Land Management: Conflicts over Access to Resources 	Environmental Studies	Environmental Politics and Law
Land Use Law and Property Rights	Chapter 1. Property Rights: Fractured by Law and Custom 	Environmental Studies	Environmental Politics and Law
Land Use Law and Property Rights	Chapter 2. Managing Coastal Development and Resources 	Environmental Studies	Environmental Politics and Law
Land Use Law and Property Rights	Chapter 3. Surface and Mineral Rights on Public Lands 	Environmental Studies	Environmental Politics and Law
Land Use Law and Property Rights	Chapter 4. Nuisance Law; Takings Law 	Environmental Studies	Environmental Politics and Law
Land Use Law and Property Rights	Chapter 5. Taking without Compensation 	Environmental Studies	Environmental Politics and Law
Managing Coastal Resources in an Era of Climate Change	Chapter 1. Growth of Coastal Zone Population; Management Strategies 	Environmental Studies	Environmental Politics and Law
Managing Coastal Resources in an Era of Climate Change	Chapter 2. Thinking about Vulnerabilities With Principles of Ecology 	Environmental Studies	Environmental Politics and Law
Managing Coastal Resources in an Era of Climate Change	Chapter 3. The Cape Cod Case: Private Property and Eminent Domain 	Environmental Studies	Environmental Politics and Law
Managing Coastal Resources in an Era of Climate Change	Chapter 4. The Fire Island Case: Carrot and Stick Approach 	Environmental Studies	Environmental Politics and Law
Managing Coastal Resources in an Era of Climate Change	Chapter 5. Additional Pre- and Post-storm Examples; Best Practices 	Environmental Studies	Environmental Politics and Law
Certification: Design and Green Architecture	Chapter 1. Growth, Consumption and Understanding Energy Intensity 	Environmental Studies	Environmental Politics and Law
Certification: Design and Green Architecture	Chapter 2. Building Codes and Green Certification Programs 	Environmental Studies	Environmental Politics and Law
Certification: Design and Green Architecture	Chapter 3. New Construction and Renovation Certification 	Environmental Studies	Environmental Politics and Law
Certification: Design and Green Architecture	Chapter 4. Chemical Contents and Indoor Environmental Quality 	Environmental Studies	Environmental Politics and Law
Certification: Design and Green Architecture	Chapter 5. Certification and Its Limits on Health and the Environment 	Environmental Studies	Environmental Politics and Law
Past and Future of Nuclear Power	Chapter 1. The Nuclear Industry by the Numbers 	Environmental Studies	Environmental Politics and Law
Past and Future of Nuclear Power	Chapter 2. Nuclear Energy’s Legal and Regulatory Structures 	Environmental Studies	Environmental Politics and Law
Past and Future of Nuclear Power	Chapter 3. Nuclear Obstacles: Storage and Proliferation 	Environmental Studies	Environmental Politics and Law
Past and Future of Nuclear Power	Chapter 4. Chernobyl and Its Aftermath 	Environmental Studies	Environmental Politics and Law
Past and Future of Nuclear Power	Chapter 5. Relative Risks from Coal-Fired Plants 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 1. Renewable Energy: Promise and Plight 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 2. Project Siting and Local Concerns 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 3. U.S. Wind Capacity & Potential; Key Benefits 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 4. Avian Mortality and Noise Pollution; Utility Consumption 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 5. The Cape Wind Case: Conflict in the Wind 	Environmental Studies	Environmental Politics and Law
Renewable Energy Policies	Chapter 6. Comparisons and Conclusions 	Environmental Studies	Environmental Politics and Law
Reflection and Lessons	Chapter 1. Case Updates on Earth Day; Imagining an Ideal Society 	Environmental Studies	Environmental Politics and Law
Reflection and Lessons	Chapter 2. What’s Been Successful and Why 	Environmental Studies	Environmental Politics and Law
Reflection and Lessons	Chapter 3. Ongoing Challenges 	Environmental Studies	Environmental Politics and Law
Reflection and Lessons	Chapter 4. Poverty, Wealth and the Environment; Narrative Advantage 	Environmental Studies	Environmental Politics and Law
Reflection and Lessons	Chapter 5. Key to Success: A Few Reflections 	Environmental Studies	Environmental Politics and Law
Introduction to Atmospheres	Chapter 1: Introduction 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Introduction to Atmospheres	Chapter 2: Course Overview 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Introduction to Atmospheres	Chapter 3: New Haven Weather Data during Hurricane Irene 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Introduction to Atmospheres	Chapter 4: Prof. Smith’s Background and Research Interests 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Introduction to Atmospheres	Chapter 5: What is an Atmosphere? 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 1: How Do We Sense Pressure? 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 2: Escape Velocity 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 3: Molecular Velocities 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 4: Which Planets have Atmospheres and Why? 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 5: Planetary characteristics in relation to their atmospheres 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Retaining an Atmosphere	Chapter 6: Vertical Profile of Temperature in the Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
The Perfect Gas Law	Chapter 1: SI System of Units 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
The Perfect Gas Law	Chapter 2: Pressure and the Ideal Gas Law 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
The Perfect Gas Law	Chapter 3: Buoyancy Force 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
The Perfect Gas Law	Chapter 4: Composition of the Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
The Perfect Gas Law	Chapter 5: Density and Pressure Variations with Altitude 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 1: Introduction 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 2: Vertical structure of density and pressure in the atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 3: Vertical structure of temperature in the atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 4: Interaction between solar radiation and the atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 5: Examples of height scales in the atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 6: Layers in the Ocean 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 7: Layers in the Earth’s Interior 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 8: Systems Analysis 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Vertical Structure of the Atmosphere; Residence Time	Chapter 9: Residence Time and the Hydrologic Cycle 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Earth Systems Analysis (Tank Experiment)	Chapter 1: System Analysis (Tank Experiment) 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Earth Systems Analysis (Tank Experiment)	Chapter 2: Steady State Calculations 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Earth Systems Analysis (Tank Experiment)	Chapter 3: System Analogies 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Earth Systems Analysis (Tank Experiment)	Chapter 4: Plotting Qin and Water Depth versus Time 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 1: Earth Energy Balance 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 2: Black Body Radiation – Wien’s Law and Stephan-Boltzmann Law 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 3: Infrared Emission 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 4: Simple Model of Earth’s Energy Balance 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 5: Equilibrium Calculations of Earth’s Energy Budget 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 6: Greenhouse Effect in Earth’s Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 7: Energy Budgets for Other Planets 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Greenhouse Effect, Habitability	Chapter 8: What is a Greenhouse Gas? 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	Chapter 1: Recap of Planet Temperature 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	Chapter 2: Hydrostatic Balance 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	 Mass in the Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	Chapter 4: Derivation of the Differential Form of the Hydrostatic Balance Equation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	Chapter 5: Hydrostatic Law Experiment 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Hydrostatic Balance	Chapter 6: Application of Hydrostatic Law 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Horizontal Transport	Chapter 1: Mixing in the Atmosphere: Confined Valley 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Horizontal Transport	Chapter 2: Mixing in the Atmosphere: Unconfined Mixing 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Horizontal Transport	Chapter 3: Mixing in the Atmosphere: Unconfined Mixing with Wind 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Horizontal Transport	Chapter 4: Lapse Rate 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Horizontal Transport	Chapter 5: Buoyancy Effects of Rising and Descending Air Parcels 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 1: Mixing in the Atmosphere (recap) 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 2: Atmospheric Stability 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 3: The Diurnal Cycle of the Adiabatic Lapse Rate 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 4: Elevated Inversion and Pollution 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 5: Moisture in the Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere I	Chapter 6: Air Saturation Processes 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 1: Saturation Vapor Pressure 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 2: Effect of Exceeding the Saturation Vapor Pressure 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 3: Cloud Types 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 4: Vortices 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 5: Haze and Pollution 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 6: Views of Clouds from Space 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Water in the Atmosphere II	Chapter 7: Cloud Liquid and Ice 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 1: Interactions between Visible Light and the Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 2: Using Radar to Detect Precipitation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 3: Cloud Formation Experiment 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 4: Collision Coalescence Mechanism of Raindrop Formation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 5: Ice Phase Mechanism of Raindrop Formation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 6: Mechanism of Precipitation Formation Based on Cloud Characteristics 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 7: Cloud Seeding 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 8: Precipitation Climatology 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Clouds and Precipitation (Cloud Chamber Experiment)	Chapter 9: Evaporation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 1: Review of Exam Solutions 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 2: Differential Heating and Earth’s Energy Balance 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 3: Poleward Heat Transport 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 4: Heat Flux by moving air 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 5: Effect of Earth’s Rotation: Coriolis Force 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Circulation of the Atmosphere (Exam I review)	Chapter 6: Effect of Earth’s Rotation: Circulation Cells 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 1: Three-Cell Circulation Model of the Earth’s Atmosphere 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 2: Geostationary Satellite Images of Clouds 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 3: Climate Terminology 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 4: Dynamics that Drive Atmospheric Motion 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 5: Coriolis Force 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Global Climate and the Coriolis Force	Chapter 6: Geostrophic Balance 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 1: Pressure Anomalies on Weather Maps 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 2: Geostrophic Adjustment 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 3: Hurricanes in the Northern and Southern Hemispheres 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 4: Coriolis Force and Toilet Bowl Mythology 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 5: Definition of a Storm 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 6: Convective and Frontal Storms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 7: Airmass Thunderstorms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Coriolis Force and Storms	Chapter 8: Severe Thunderstorms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 1: Coriolis Force Sign Reversal 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 2: Convective Storms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 3: Airmass Thunderstorms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 4: Severe Thunderstorms 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 5: Tornados 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Convective Storms	Chapter 6: Hurricanes 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Frontal Cyclones	Chapter 1: Mid-latitude Frontal Cyclones 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Frontal Cyclones	Chapter 2: Lifecycle of a Mid-latitude Frontal Cyclone 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Frontal Cyclones	Chapter 3: Nor’Easter 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Frontal Cyclones	Chapter 4: Southern Hemisphere Cyclones 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Frontal Cyclones	Chapter 5: Weather Forecasting 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 1: Climate Definition 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 2: Latitudinal Climate Variations 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 3: Orographic Precipitation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 4: Continentality 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 5: Ocean Currents and Climate 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 6: Biome 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 7: Seasonality 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 8: Effects of the Earth’s Rotation around the Sun 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate	Chapter 9: Seasonal Zone Shifts 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 1: Sunlight Seasonality in the Arctic Circle 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 2: Seasonal Zone Shifts 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 3: Precipitation Seasonality 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 4: Climate Classification 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 5: Examples of Seasonality 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Seasons and Climate Classification	Chapter 6: Seasonally Controlled Events 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 1: Plate Tectonics 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 2: Ocean Bathymetry 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 3: Atlantic Ocean Bathymetry 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 4: Pacific Ocean Bathymetry 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 5: Indian Ocean Bathymetry 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 6: Arctic Ocean Bathymetry 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 7: Measuring Ocean Surface Water Properties 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Bathymetry and Water Properties	Chapter 8: Measuring Deep Water Properties 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 1: Ocean Depth Profiles 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 2: Salinity 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 3: Stability in the Ocean 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 4: Density 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 5: Atmospheric Forcing of the Ocean 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 6: Atmospheric Forcing of the Ocean: Adding and Removing Heat 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 7: Atmospheric Forcing of the Ocean: Precipitation and Evaporation 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Water Density and Atmospheric Forcing	Chapter 8: Atmospheric Forcing of the Ocean: Wind Stress 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Currents	Chapter 1: Review of Exam 2 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Currents	Chapter 2: Atmospheric Forcing of the Ocean: Wind Stress 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
Ocean Currents	Chapter 3: Thermohaline Currents 	Geology and Geophysics	The Atmosphere, the Ocean, and Environmental Change
